LAMMPS (2 Aug 2023 - Update 1)
Reading data file ...
  orthogonal box = (0 0 0) to (6.5850607 6.5850607 6.5850607)
  2 by 4 by 5 MPI processor grid
  reading atoms ...
  12 atoms
  read_data CPU = 0.022 seconds
Replication is creating a 6x6x6 = 216 times larger system...
  orthogonal box = (0 0 0) to (39.510364 39.510364 39.510364)
  2 by 4 by 5 MPI processor grid
  2592 atoms
  replicate CPU = 0.002 seconds
1728 atoms in group Ag
864 atoms in group Te
Generated 0 of 1 mixed pair_coeff terms from geometric mixing rule
Neighbor list info ...
  update: every = 1 steps, delay = 0 steps, check = yes
  max neighbors/atom: 2000, page size: 100000
  master list distance cutoff = 10.3
  ghost atom cutoff = 10.3
  binsize = 5.15, bins = 8 8 8
  1 neighbor lists, perpetual/occasional/extra = 1 0 0
  (1) pair lj/cut, perpetual
      attributes: half, newton on
      pair build: half/bin/atomonly/newton
      stencil: half/bin/3d
      bin: standard
Setting up Verlet run ...
  Unit style    : metal
  Current step  : 0
  Time step     : 0.001
Per MPI rank memory allocation (min/avg/max) = 3.123 | 3.128 | 3.13 Mbytes
   Step          Temp          Press            Lx             Ly             Lz      
   1002000   402.91801     -1663.0144      36.489583      36.510956      37.098066    
   1003000   400.36878     -1434.2242      36.489583      36.510956      37.098066    
   1004000   404.80785     -1715.5863      36.489583      36.510956      37.098066    
   1005000   400.54362     -1393.5627      36.489583      36.510956      37.098066    
   1006000   402.4618      -1596.9767      36.489583      36.510956      37.098066    
   1007000   394.22103     -994.5866       36.489583      36.510956      37.098066    
   1008000   398.95192     -1237.5752      36.489583      36.510956      37.098066    
   1009000   394.692       -1191.6309      36.489583      36.510956      37.098066    
   1010000   395.45023     -1118.0008      36.489583      36.510956      37.098066    
   1011000   396.31944     -1268.2146      36.489583      36.510956      37.098066    
   1012000   405.09718     -1624.7628      36.489583      36.510956      37.098066    
   1013000   398.25402     -1287.6548      36.489583      36.510956      37.098066    
   1014000   403.02102     -1650.4757      36.489583      36.510956      37.098066    
   1015000   397.14779     -1272.6635      36.489583      36.510956      37.098066    
   1016000   399.69188     -1491.6141      36.489583      36.510956      37.098066    
   1017000   409.28575     -1894.1385      36.489583      36.510956      37.098066    
   1018000   400.40776     -1539.7847      36.489583      36.510956      37.098066    
   1019000   396.36032     -1246.7959      36.489583      36.510956      37.098066    
   1020000   404.7486      -1629.2927      36.489583      36.510956      37.098066    
   1021000   405.07503     -1665.6944      36.489583      36.510956      37.098066    
   1022000   402.96897     -1697.9589      36.489583      36.510956      37.098066    
   1023000   406.15688     -1732.549       36.489583      36.510956      37.098066    
   1024000   404.40438     -1589.9973      36.489583      36.510956      37.098066    
   1025000   407.95977     -1889.2413      36.489583      36.510956      37.098066    
   1026000   398.19068     -1328.8592      36.489583      36.510956      37.098066    
   1027000   398.49666     -1340.5248      36.489583      36.510956      37.098066    
   1028000   404.85475     -1731.503       36.489583      36.510956      37.098066    
   1029000   409.41392     -1868.7928      36.489583      36.510956      37.098066    
   1030000   398.99266     -1465.6966      36.489583      36.510956      37.098066    
   1031000   393.57768     -1152.3646      36.489583      36.510956      37.098066    
   1032000   398.28471     -1358.7767      36.489583      36.510956      37.098066    
   1033000   412.45216     -2140.3545      36.489583      36.510956      37.098066    
   1034000   406.00237     -1687.9164      36.489583      36.510956      37.098066    
   1035000   404.08822     -1727.1218      36.489583      36.510956      37.098066    
   1036000   402.90695     -1652.1784      36.489583      36.510956      37.098066    
   1037000   400.07272     -1529.6887      36.489583      36.510956      37.098066    
   1038000   397.55031     -1339.7049      36.489583      36.510956      37.098066    
   1039000   405.65868     -1689.7993      36.489583      36.510956      37.098066    
   1040000   406.86392     -1815.3941      36.489583      36.510956      37.098066    
   1041000   410.71916     -2029.4164      36.489583      36.510956      37.098066    
   1042000   402.26563     -1640.5257      36.489583      36.510956      37.098066    
   1043000   397.99888     -1324.1269      36.489583      36.510956      37.098066    
   1044000   394.70662     -1087.4202      36.489583      36.510956      37.098066    
   1045000   403.57423     -1535.6645      36.489583      36.510956      37.098066    
   1046000   398.04242     -1185.5398      36.489583      36.510956      37.098066    
   1047000   401.38556     -1355.833       36.489583      36.510956      37.098066    
   1048000   405.58694     -1685.5393      36.489583      36.510956      37.098066    
   1049000   399.37112     -1359.7918      36.489583      36.510956      37.098066    
   1050000   410.54121     -1821.977       36.489583      36.510956      37.098066    
   1051000   400.52679     -1372.5765      36.489583      36.510956      37.098066    
   1052000   399.30909     -1373.3308      36.489583      36.510956      37.098066    
   1053000   399.94364     -1430.7443      36.489583      36.510956      37.098066    
   1054000   400.16719     -1473.6737      36.489583      36.510956      37.098066    
   1055000   405.57678     -1776.446       36.489583      36.510956      37.098066    
   1056000   402.59371     -1623.0778      36.489583      36.510956      37.098066    
   1057000   402.4139      -1501.7867      36.489583      36.510956      37.098066    
   1058000   405.57847     -1681.4779      36.489583      36.510956      37.098066    
   1059000   405.08674     -1567.965       36.489583      36.510956      37.098066    
   1060000   410.43084     -2059.583       36.489583      36.510956      37.098066    
   1061000   398.57448     -1290.7916      36.489583      36.510956      37.098066    
   1062000   409.15964     -1832.8838      36.489583      36.510956      37.098066    
   1063000   398.72962     -1307.9126      36.489583      36.510956      37.098066    
   1064000   402.58783     -1530.6356      36.489583      36.510956      37.098066    
   1065000   402.85736     -1613.148       36.489583      36.510956      37.098066    
   1066000   397.0051      -1280.1168      36.489583      36.510956      37.098066    
   1067000   399.25298     -1450.184       36.489583      36.510956      37.098066    
   1068000   405.59541     -1633.9269      36.489583      36.510956      37.098066    
   1069000   395.12554     -1064.96        36.489583      36.510956      37.098066    
   1070000   397.65455     -1263.8779      36.489583      36.510956      37.098066    
   1071000   398.36923     -1220.1233      36.489583      36.510956      37.098066    
   1072000   398.27025     -1324.4999      36.489583      36.510956      37.098066    
   1073000   409.63749     -1833.356       36.489583      36.510956      37.098066    
   1074000   399.60715     -1326.8058      36.489583      36.510956      37.098066    
   1075000   396.33758     -1124.6682      36.489583      36.510956      37.098066    
   1076000   394.72054     -968.3669       36.489583      36.510956      37.098066    
   1077000   397.34514     -1269.351       36.489583      36.510956      37.098066    
   1078000   402.0284      -1527.7491      36.489583      36.510956      37.098066    
   1079000   398.43327     -1281.2779      36.489583      36.510956      37.098066    
   1080000   397.24009     -1218.4205      36.489583      36.510956      37.098066    
   1081000   406.05301     -1702.8482      36.489583      36.510956      37.098066    
   1082000   394.31759     -1116.283       36.489583      36.510956      37.098066    
   1083000   403.30113     -1495.9643      36.489583      36.510956      37.098066    
   1084000   394.91757     -1039.3124      36.489583      36.510956      37.098066    
   1085000   404.82897     -1490.2306      36.489583      36.510956      37.098066    
   1086000   401.78102     -1555.3807      36.489583      36.510956      37.098066    
   1087000   409.45639     -1887.4792      36.489583      36.510956      37.098066    
   1088000   400.44645     -1400.532       36.489583      36.510956      37.098066    
   1089000   397.14786     -1308.2925      36.489583      36.510956      37.098066    
   1090000   407.43533     -1921.1231      36.489583      36.510956      37.098066    
   1091000   404.2136      -1764.5052      36.489583      36.510956      37.098066    
   1092000   398.25409     -1430.6362      36.489583      36.510956      37.098066    
   1093000   393.93175     -1054.0792      36.489583      36.510956      37.098066    
   1094000   404.52672     -1658.3086      36.489583      36.510956      37.098066    
   1095000   400.89705     -1480.2369      36.489583      36.510956      37.098066    
   1096000   401.01798     -1510.306       36.489583      36.510956      37.098066    
   1097000   404.65336     -1731.8058      36.489583      36.510956      37.098066    
   1098000   402.47672     -1562.2662      36.489583      36.510956      37.098066    
   1099000   399.40823     -1338.214       36.489583      36.510956      37.098066    
   1100000   403.74952     -1470.3654      36.489583      36.510956      37.098066    
   1101000   404.50686     -1642.3868      36.489583      36.510956      37.098066    
   1102000   406.75321     -1805.7938      36.489583      36.510956      37.098066    
   1103000   401.49801     -1366.6234      36.489583      36.510956      37.098066    
   1104000   405.55456     -1663.3055      36.489583      36.510956      37.098066    
   1105000   405.23922     -1534.2706      36.489583      36.510956      37.098066    
   1106000   408.6478      -1778.6994      36.489583      36.510956      37.098066    
   1107000   398.73387     -1373.759       36.489583      36.510956      37.098066    
   1108000   399.47961     -1506.4116      36.489583      36.510956      37.098066    
   1109000   406.56218     -1785.5538      36.489583      36.510956      37.098066    
   1110000   404.43398     -1587.122       36.489583      36.510956      37.098066    
   1111000   402.72222     -1503.0506      36.489583      36.510956      37.098066    
   1112000   396.34722     -1301.4917      36.489583      36.510956      37.098066    
   1113000   398.51948     -1316.6258      36.489583      36.510956      37.098066    
   1114000   398.98224     -1425.2587      36.489583      36.510956      37.098066    
   1115000   398.93363     -1321.1601      36.489583      36.510956      37.098066    
   1116000   404.41546     -1564.3321      36.489583      36.510956      37.098066    
   1117000   403.89611     -1541.9966      36.489583      36.510956      37.098066    
   1118000   405.04654     -1628.8608      36.489583      36.510956      37.098066    
   1119000   401.2681      -1496.201       36.489583      36.510956      37.098066    
   1120000   403.20084     -1522.9332      36.489583      36.510956      37.098066    
   1121000   405.67456     -1724.4792      36.489583      36.510956      37.098066    
   1122000   402.50778     -1712.4008      36.489583      36.510956      37.098066    
   1123000   401.93686     -1562.6608      36.489583      36.510956      37.098066    
   1124000   410.89724     -1976.494       36.489583      36.510956      37.098066    
   1125000   401.4319      -1466.763       36.489583      36.510956      37.098066    
   1126000   399.6231      -1474.9278      36.489583      36.510956      37.098066    
   1127000   395.15118     -1253.7009      36.489583      36.510956      37.098066    
   1128000   411.8906      -2026.0258      36.489583      36.510956      37.098066    
   1129000   404.97185     -1641.5139      36.489583      36.510956      37.098066    
   1130000   406.02705     -1721.9724      36.489583      36.510956      37.098066    
   1131000   400.34431     -1401.3948      36.489583      36.510956      37.098066    
   1132000   398.95922     -1305.0438      36.489583      36.510956      37.098066    
   1133000   389.70354     -951.73516      36.489583      36.510956      37.098066    
   1134000   400.96801     -1559.2387      36.489583      36.510956      37.098066    
   1135000   403.72105     -1601.5446      36.489583      36.510956      37.098066    
   1136000   398.92857     -1381.7687      36.489583      36.510956      37.098066    
   1137000   397.13354     -1252.9984      36.489583      36.510956      37.098066    
   1138000   402.1245      -1502.4878      36.489583      36.510956      37.098066    
   1139000   398.74925     -1230.1513      36.489583      36.510956      37.098066    
   1140000   402.21563     -1492.551       36.489583      36.510956      37.098066    
   1141000   396.71148     -1187.7934      36.489583      36.510956      37.098066    
   1142000   396.68797     -1222.9848      36.489583      36.510956      37.098066    
   1143000   406.42858     -1843.4119      36.489583      36.510956      37.098066    
   1144000   393.85812     -1048.8433      36.489583      36.510956      37.098066    
   1145000   398.14797     -1345.4293      36.489583      36.510956      37.098066    
   1146000   400.15857     -1425.6959      36.489583      36.510956      37.098066    
   1147000   406.91061     -1802.4669      36.489583      36.510956      37.098066    
   1148000   402.39676     -1571.4521      36.489583      36.510956      37.098066    
   1149000   399.40687     -1437.3467      36.489583      36.510956      37.098066    
   1150000   408.95668     -1970.4539      36.489583      36.510956      37.098066    
   1151000   408.32226     -1854.2469      36.489583      36.510956      37.098066    
   1152000   400.4837      -1442.5227      36.489583      36.510956      37.098066    
   1153000   410.17832     -1942.5999      36.489583      36.510956      37.098066    
   1154000   404.17337     -1691.6054      36.489583      36.510956      37.098066    
   1155000   403.69643     -1546.1416      36.489583      36.510956      37.098066    
   1156000   401.37145     -1531.4887      36.489583      36.510956      37.098066    
   1157000   403.22167     -1562.452       36.489583      36.510956      37.098066    
   1158000   400.86688     -1475.8357      36.489583      36.510956      37.098066    
   1159000   404.86273     -1657.0904      36.489583      36.510956      37.098066    
   1160000   405.2953      -1640.6181      36.489583      36.510956      37.098066    
   1161000   399.88263     -1443.3407      36.489583      36.510956      37.098066    
   1162000   405.82628     -1759.7928      36.489583      36.510956      37.098066    
   1163000   404.93513     -1708.4063      36.489583      36.510956      37.098066    
   1164000   394.46504     -1090.1199      36.489583      36.510956      37.098066    
   1165000   402.53764     -1221.6178      36.489583      36.510956      37.098066    
   1166000   407.08802     -1828.4593      36.489583      36.510956      37.098066    
   1167000   402.5788      -1490.2847      36.489583      36.510956      37.098066    
   1168000   409.38282     -1955.1312      36.489583      36.510956      37.098066    
   1169000   395.18869     -1103.5283      36.489583      36.510956      37.098066    
   1170000   396.13861     -1104.6551      36.489583      36.510956      37.098066    
   1171000   400.19264     -1379.1933      36.489583      36.510956      37.098066    
   1172000   396.00246     -1191.0086      36.489583      36.510956      37.098066    
   1173000   411.64975     -2032.9733      36.489583      36.510956      37.098066    
   1174000   402.18962     -1535.5812      36.489583      36.510956      37.098066    
   1175000   401.82506     -1601.2038      36.489583      36.510956      37.098066    
   1176000   404.80805     -1805.2363      36.489583      36.510956      37.098066    
   1177000   403.45169     -1675.578       36.489583      36.510956      37.098066    
   1178000   398.00495     -1502.1705      36.489583      36.510956      37.098066    
   1179000   405.17943     -1783.093       36.489583      36.510956      37.098066    
   1180000   404.04404     -1735.5385      36.489583      36.510956      37.098066    
   1181000   405.51375     -1715.3283      36.489583      36.510956      37.098066    
   1182000   398.67297     -1401.614       36.489583      36.510956      37.098066    
   1183000   399.5909      -1320.2072      36.489583      36.510956      37.098066    
   1184000   401.94502     -1509.4973      36.489583      36.510956      37.098066    
   1185000   403.78002     -1551.8262      36.489583      36.510956      37.098066    
   1186000   402.15158     -1422.2027      36.489583      36.510956      37.098066    
   1187000   400.99794     -1452.8479      36.489583      36.510956      37.098066    
   1188000   396.81921     -1286.8141      36.489583      36.510956      37.098066    
   1189000   401.81784     -1573.8366      36.489583      36.510956      37.098066    
   1190000   401.09301     -1489.6794      36.489583      36.510956      37.098066    
   1191000   398.98718     -1454.4849      36.489583      36.510956      37.098066    
   1192000   406.28425     -1768.4156      36.489583      36.510956      37.098066    
   1193000   397.43886     -1398.037       36.489583      36.510956      37.098066    
   1194000   402.76637     -1622.6749      36.489583      36.510956      37.098066    
   1195000   413.89673     -2288.4544      36.489583      36.510956      37.098066    
   1196000   402.4653      -1698.9342      36.489583      36.510956      37.098066    
   1197000   408.53174     -1926.932       36.489583      36.510956      37.098066    
   1198000   403.25686     -1640.181       36.489583      36.510956      37.098066    
   1199000   394.1039      -1112.483       36.489583      36.510956      37.098066    
   1200000   404.97714     -1692.225       36.489583      36.510956      37.098066    
   1201000   399.8636      -1490.6471      36.489583      36.510956      37.098066    
   1202000   406.33307     -1711.5395      36.489583      36.510956      37.098066    
   1203000   404.63553     -1722.5492      36.489583      36.510956      37.098066    
   1204000   402.87611     -1518.0669      36.489583      36.510956      37.098066    
   1205000   404.6828      -1709.992       36.489583      36.510956      37.098066    
   1206000   409.23872     -1883.8506      36.489583      36.510956      37.098066    
   1207000   408.52722     -1913.6624      36.489583      36.510956      37.098066    
   1208000   405.64399     -1742.4726      36.489583      36.510956      37.098066    
   1209000   406.2533      -1869.1459      36.489583      36.510956      37.098066    
   1210000   403.14982     -1616.9146      36.489583      36.510956      37.098066    
   1211000   401.97259     -1533.2665      36.489583      36.510956      37.098066    
   1212000   401.14191     -1478.1323      36.489583      36.510956      37.098066    
   1213000   410.38611     -2092.5087      36.489583      36.510956      37.098066    
   1214000   407.37458     -1755.9976      36.489583      36.510956      37.098066    
   1215000   400.04779     -1497.1172      36.489583      36.510956      37.098066    
   1216000   396.62816     -1205.2718      36.489583      36.510956      37.098066    
   1217000   404.17146     -1559.6585      36.489583      36.510956      37.098066    
   1218000   405.99328     -1745.7612      36.489583      36.510956      37.098066    
   1219000   401.0583      -1263.5553      36.489583      36.510956      37.098066    
   1220000   400.01845     -1259.1765      36.489583      36.510956      37.098066    
   1221000   398.11155     -1267.0538      36.489583      36.510956      37.098066    
   1222000   405.57236     -1719.4586      36.489583      36.510956      37.098066    
   1223000   404.89034     -1735.2769      36.489583      36.510956      37.098066    
   1224000   411.65167     -1967.0581      36.489583      36.510956      37.098066    
   1225000   401.33486     -1512.8526      36.489583      36.510956      37.098066    
   1226000   404.24458     -1585.2875      36.489583      36.510956      37.098066    
   1227000   406.0177      -1787.0796      36.489583      36.510956      37.098066    
   1228000   393.37889     -1249.8551      36.489583      36.510956      37.098066    
   1229000   402.63585     -1626.028       36.489583      36.510956      37.098066    
   1230000   403.21076     -1621.8542      36.489583      36.510956      37.098066    
   1231000   414.02312     -2190.1984      36.489583      36.510956      37.098066    
   1232000   400.97405     -1492.8899      36.489583      36.510956      37.098066    
   1233000   403.16912     -1515.9568      36.489583      36.510956      37.098066    
   1234000   404.15011     -1620.3483      36.489583      36.510956      37.098066    
   1235000   390.13165     -960.23796      36.489583      36.510956      37.098066    
   1236000   397.456       -1380.0828      36.489583      36.510956      37.098066    
   1237000   403.09161     -1644.314       36.489583      36.510956      37.098066    
   1238000   402.88409     -1575.1323      36.489583      36.510956      37.098066    
   1239000   401.95386     -1619.6698      36.489583      36.510956      37.098066    
   1240000   404.14159     -1694.8351      36.489583      36.510956      37.098066    
   1241000   395.26594     -1123.3349      36.489583      36.510956      37.098066    
   1242000   401.73063     -1417.4807      36.489583      36.510956      37.098066    
   1243000   397.63487     -1297.5571      36.489583      36.510956      37.098066    
   1244000   407.85914     -1783.9         36.489583      36.510956      37.098066    
   1245000   401.00234     -1437.2047      36.489583      36.510956      37.098066    
   1246000   401.37478     -1462.6293      36.489583      36.510956      37.098066    
   1247000   409.45995     -1820.447       36.489583      36.510956      37.098066    
   1248000   395.45571     -1141.4192      36.489583      36.510956      37.098066    
   1249000   401.0088      -1488.8714      36.489583      36.510956      37.098066    
   1250000   401.43653     -1415.5035      36.489583      36.510956      37.098066    
   1251000   410.33428     -1990.5347      36.489583      36.510956      37.098066    
   1252000   404.55082     -1690.5212      36.489583      36.510956      37.098066    
   1253000   406.96593     -1671.683       36.489583      36.510956      37.098066    
   1254000   403.60981     -1615.7426      36.489583      36.510956      37.098066    
   1255000   407.0232      -1757.6575      36.489583      36.510956      37.098066    
   1256000   401.19658     -1410.0111      36.489583      36.510956      37.098066    
   1257000   408.34609     -1791.6292      36.489583      36.510956      37.098066    
   1258000   402.27262     -1541.1139      36.489583      36.510956      37.098066    
   1259000   407.75711     -1849.8045      36.489583      36.510956      37.098066    
   1260000   401.28062     -1536.1587      36.489583      36.510956      37.098066    
   1261000   400.74902     -1507.3471      36.489583      36.510956      37.098066    
   1262000   406.26672     -1878.2716      36.489583      36.510956      37.098066    
   1263000   396.81715     -1217.3968      36.489583      36.510956      37.098066    
   1264000   402.72065     -1638.2247      36.489583      36.510956      37.098066    
   1265000   404.80111     -1733.1536      36.489583      36.510956      37.098066    
   1266000   414.48595     -2091.1814      36.489583      36.510956      37.098066    
   1267000   403.44583     -1662.3277      36.489583      36.510956      37.098066    
   1268000   401.01935     -1434.997       36.489583      36.510956      37.098066    
   1269000   398.95162     -1329.488       36.489583      36.510956      37.098066    
   1270000   399.56295     -1298.2625      36.489583      36.510956      37.098066    
   1271000   401.13169     -1432.4326      36.489583      36.510956      37.098066    
   1272000   404.41724     -1769.6642      36.489583      36.510956      37.098066    
   1273000   411.75141     -1986.2901      36.489583      36.510956      37.098066    
   1274000   406.78851     -1758.4202      36.489583      36.510956      37.098066    
   1275000   410.62693     -1962.6894      36.489583      36.510956      37.098066    
   1276000   392.4293      -1020.3203      36.489583      36.510956      37.098066    
   1277000   399.7962      -1532.9882      36.489583      36.510956      37.098066    
   1278000   402.88408     -1468.5661      36.489583      36.510956      37.098066    
   1279000   397.29566     -1141.7316      36.489583      36.510956      37.098066    
   1280000   403.57948     -1434.3351      36.489583      36.510956      37.098066    
   1281000   404.38103     -1594.3795      36.489583      36.510956      37.098066    
   1282000   402.01676     -1377.6936      36.489583      36.510956      37.098066    
   1283000   400.39393     -1295.5971      36.489583      36.510956      37.098066    
   1284000   399.21875     -1183.8423      36.489583      36.510956      37.098066    
   1285000   396.31332     -1068.2167      36.489583      36.510956      37.098066    
   1286000   398.64632     -1261.1416      36.489583      36.510956      37.098066    
   1287000   406.24095     -1603.3896      36.489583      36.510956      37.098066    
   1288000   398.52088     -1222.1602      36.489583      36.510956      37.098066    
   1289000   401.09126     -1333.3861      36.489583      36.510956      37.098066    
   1290000   400.37802     -1353.4554      36.489583      36.510956      37.098066    
   1291000   394.25131     -1081.979       36.489583      36.510956      37.098066    
   1292000   399.55971     -1489.9292      36.489583      36.510956      37.098066    
   1293000   400.72522     -1493.5018      36.489583      36.510956      37.098066    
   1294000   400.86475     -1522.2447      36.489583      36.510956      37.098066    
   1295000   401.97397     -1550.5494      36.489583      36.510956      37.098066    
   1296000   393.37727     -1065.1326      36.489583      36.510956      37.098066    
   1297000   396.59834     -1210.6504      36.489583      36.510956      37.098066    
   1298000   399.56995     -1468.5492      36.489583      36.510956      37.098066    
   1299000   405.55723     -1794.7363      36.489583      36.510956      37.098066    
   1300000   394.20093     -1110.8484      36.489583      36.510956      37.098066    
   1301000   391.97902     -1070.6134      36.489583      36.510956      37.098066    
   1302000   397.76717     -1330.5606      36.489583      36.510956      37.098066    
   1303000   388.82437     -809.87308      36.489583      36.510956      37.098066    
   1304000   400.32516     -1462.6885      36.489583      36.510956      37.098066    
   1305000   399.34265     -1440.1146      36.489583      36.510956      37.098066    
   1306000   402.31652     -1547.8416      36.489583      36.510956      37.098066    
   1307000   400.14495     -1507.6505      36.489583      36.510956      37.098066    
   1308000   405.29665     -1593.9631      36.489583      36.510956      37.098066    
   1309000   402.35571     -1559.8488      36.489583      36.510956      37.098066    
   1310000   401.68102     -1488.7119      36.489583      36.510956      37.098066    
   1311000   407.92792     -1934.7288      36.489583      36.510956      37.098066    
   1312000   400.69836     -1451.0744      36.489583      36.510956      37.098066    
   1313000   403.44606     -1583.7771      36.489583      36.510956      37.098066    
   1314000   405.2989      -1588.8043      36.489583      36.510956      37.098066    
   1315000   405.58002     -1824.238       36.489583      36.510956      37.098066    
   1316000   403.60152     -1628.3358      36.489583      36.510956      37.098066    
   1317000   413.02042     -2110.4004      36.489583      36.510956      37.098066    
   1318000   400.9835      -1301.0534      36.489583      36.510956      37.098066    
   1319000   396.50549     -1282.5567      36.489583      36.510956      37.098066    
   1320000   403.37213     -1711.2052      36.489583      36.510956      37.098066    
   1321000   402.0184      -1593.7489      36.489583      36.510956      37.098066    
   1322000   397.74134     -1219.5892      36.489583      36.510956      37.098066    
   1323000   404.60704     -1617.8366      36.489583      36.510956      37.098066    
   1324000   404.85536     -1629.9665      36.489583      36.510956      37.098066    
   1325000   409.20944     -2039.6817      36.489583      36.510956      37.098066    
   1326000   402.67996     -1540.2827      36.489583      36.510956      37.098066    
   1327000   402.63037     -1535.1524      36.489583      36.510956      37.098066    
   1328000   403.4161      -1488.0825      36.489583      36.510956      37.098066    
   1329000   403.0067      -1495.1873      36.489583      36.510956      37.098066    
   1330000   398.25156     -1300.3041      36.489583      36.510956      37.098066    
   1331000   401.3912      -1542.4214      36.489583      36.510956      37.098066    
   1332000   404.50045     -1644.0816      36.489583      36.510956      37.098066    
   1333000   394.56048     -1217.6841      36.489583      36.510956      37.098066    
   1334000   403.36233     -1562.2906      36.489583      36.510956      37.098066    
   1335000   390.98718     -909.91337      36.489583      36.510956      37.098066    
   1336000   404.9951      -1602.9809      36.489583      36.510956      37.098066    
   1337000   402.27517     -1384.0937      36.489583      36.510956      37.098066    
   1338000   407.0262      -1730.0996      36.489583      36.510956      37.098066    
   1339000   393.99958     -1070.7475      36.489583      36.510956      37.098066    
   1340000   403.38447     -1615.5618      36.489583      36.510956      37.098066    
   1341000   399.09895     -1344.715       36.489583      36.510956      37.098066    
   1342000   408.39511     -1851.5629      36.489583      36.510956      37.098066    
   1343000   405.18822     -1589.3632      36.489583      36.510956      37.098066    
   1344000   398.10518     -1359.6012      36.489583      36.510956      37.098066    
   1345000   403.76986     -1620.3432      36.489583      36.510956      37.098066    
   1346000   402.23239     -1588.9238      36.489583      36.510956      37.098066    
   1347000   406.03027     -1692.3472      36.489583      36.510956      37.098066    
   1348000   392.84448     -1085.1601      36.489583      36.510956      37.098066    
   1349000   400.4707      -1545.3627      36.489583      36.510956      37.098066    
   1350000   400.41263     -1422.1868      36.489583      36.510956      37.098066    
   1351000   406.11036     -1784.031       36.489583      36.510956      37.098066    
   1352000   406.31032     -1892.5029      36.489583      36.510956      37.098066    
   1353000   398.76396     -1410.8916      36.489583      36.510956      37.098066    
   1354000   408.41791     -1952.9616      36.489583      36.510956      37.098066    
   1355000   408.21321     -2016.407       36.489583      36.510956      37.098066    
   1356000   408.27432     -1978.6617      36.489583      36.510956      37.098066    
   1357000   406.32707     -1796.9924      36.489583      36.510956      37.098066    
   1358000   400.25484     -1645.4534      36.489583      36.510956      37.098066    
   1359000   399.6196      -1465.1115      36.489583      36.510956      37.098066    
   1360000   407.19935     -1857.7615      36.489583      36.510956      37.098066    
   1361000   400.58833     -1509.2159      36.489583      36.510956      37.098066    
   1362000   405.62287     -1783.7853      36.489583      36.510956      37.098066    
   1363000   399.70124     -1409.6815      36.489583      36.510956      37.098066    
   1364000   399.20607     -1391.0841      36.489583      36.510956      37.098066    
   1365000   405.3093      -1661.7235      36.489583      36.510956      37.098066    
   1366000   401.51936     -1492.7118      36.489583      36.510956      37.098066    
   1367000   403.91765     -1584.6573      36.489583      36.510956      37.098066    
   1368000   398.46711     -1281.5721      36.489583      36.510956      37.098066    
   1369000   410.07934     -1885.9664      36.489583      36.510956      37.098066    
   1370000   404.75455     -1635.9481      36.489583      36.510956      37.098066    
   1371000   399.93408     -1388.6429      36.489583      36.510956      37.098066    
   1372000   402.56348     -1546.8323      36.489583      36.510956      37.098066    
   1373000   410.66785     -1954.0712      36.489583      36.510956      37.098066    
   1374000   403.98975     -1621.01        36.489583      36.510956      37.098066    
   1375000   402.45844     -1632.9347      36.489583      36.510956      37.098066    
   1376000   404.26907     -1578.6482      36.489583      36.510956      37.098066    
   1377000   397.03249     -1211.9369      36.489583      36.510956      37.098066    
   1378000   404.81481     -1737.0441      36.489583      36.510956      37.098066    
   1379000   398.28976     -1291.9062      36.489583      36.510956      37.098066    
   1380000   406.99818     -1813.7311      36.489583      36.510956      37.098066    
   1381000   409.17325     -1878.8706      36.489583      36.510956      37.098066    
   1382000   405.2603      -1749.8891      36.489583      36.510956      37.098066    
   1383000   399.3022      -1414.9669      36.489583      36.510956      37.098066    
   1384000   395.27606     -1249.3706      36.489583      36.510956      37.098066    
   1385000   397.47793     -1280.2608      36.489583      36.510956      37.098066    
   1386000   404.61827     -1690.7086      36.489583      36.510956      37.098066    
   1387000   400.41641     -1444.7245      36.489583      36.510956      37.098066    
   1388000   397.01304     -1315.8223      36.489583      36.510956      37.098066    
   1389000   395.97168     -1229.4326      36.489583      36.510956      37.098066    
   1390000   402.63884     -1439.264       36.489583      36.510956      37.098066    
   1391000   402.57927     -1542.2804      36.489583      36.510956      37.098066    
   1392000   400.26713     -1356.3864      36.489583      36.510956      37.098066    
   1393000   403.97733     -1684.4605      36.489583      36.510956      37.098066    
   1394000   402.81245     -1624.8162      36.489583      36.510956      37.098066    
   1395000   398.7399      -1349.7414      36.489583      36.510956      37.098066    
   1396000   393.45621     -1117.4953      36.489583      36.510956      37.098066    
   1397000   394.89958     -1078.1747      36.489583      36.510956      37.098066    
   1398000   405.08087     -1691.1098      36.489583      36.510956      37.098066    
   1399000   398.29281     -1322.454       36.489583      36.510956      37.098066    
   1400000   394.81975     -1129.6394      36.489583      36.510956      37.098066    
   1401000   400.41136     -1289.7999      36.489583      36.510956      37.098066    
   1402000   394.61703     -1096.1499      36.489583      36.510956      37.098066    
   1403000   408.19971     -1729.9727      36.489583      36.510956      37.098066    
   1404000   400.0257      -1337.6068      36.489583      36.510956      37.098066    
   1405000   401.89361     -1457.4212      36.489583      36.510956      37.098066    
   1406000   406.12302     -1716.4663      36.489583      36.510956      37.098066    
   1407000   397.90737     -1304.7708      36.489583      36.510956      37.098066    
   1408000   396.17989     -1160.2221      36.489583      36.510956      37.098066    
   1409000   399.91539     -1317.9062      36.489583      36.510956      37.098066    
